filepath	fixed_abundances
GCF_005222465.1_ASM522246v1_genomic.gbff	0.4951226008107818
GCF_003573975.1_ASM357397v1_genomic.gbff	0.4692119930329718
GCF_000695855.3_ASM69585v3_genomic.gbff	0.46864917210779006
GCF_004005995.1_ASM400599v1_genomic.gbff	0.46039446520512495
GCF_000014005.1_ASM1400v1_genomic.gbff	0.4516533698485991
GCF_002196555.1_ASM219655v1_genomic.gbff	0.45143796924760365
GCF_000769555.1_ASM76955v1_genomic.gbff	0.42492979851219326
GCF_005153485.1_ASM515348v1_genomic.gbff	0.4160914254648953
GCF_001590605.1_ASM159060v1_genomic.gbff	0.4004992013154168
GCF_000023125.1_ASM2312v1_genomic.gbff	0.39409971894390616
GCF_009650215.1_ASM965021v1_genomic.gbff	0.3560641418519963
GCF_001022015.1_ASM102201v1_genomic.gbff	0.3547786866525072
GCF_000024805.1_ASM2480v1_genomic.gbff	0.3496021238221322
GCF_000585995.1_ASM58599v1_genomic.gbff	0.3418615989992627
GCF_009498455.1_ASM949845v1_genomic.gbff	0.3357400528871011
GCF_001584185.1_ASM158418v1_genomic.gbff	0.3192097938623197
GCF_011492945.1_ASM1149294v1_genomic.gbff	0.3108717060818499
GCF_010119915.1_ASM1011991v1_genomic.gbff	0.3025544635208312
GCF_011044495.1_ASM1104449v1_genomic.gbff	0.30169286111684934
GCF_000737325.1_ASM73732v2_genomic.gbff	0.2711824082468135
GCF_001579845.1_ASM157984v1_genomic.gbff	0.26666594403239235
GCF_000348785.1_ASM34878v1_genomic.gbff	0.25367242390782685
GCF_002741015.1_ASM274101v1_genomic.gbff	0.24459085663359853
GCF_000204565.1_ASM20456v1_genomic.gbff	0.2342724730052671
GCF_001579945.1_ASM157994v1_genomic.gbff	0.2294919693444644
GCF_000025265.1_ASM2526v1_genomic.gbff	0.22703918185570954
GCF_008843145.1_ASM884314v1_genomic.gbff	0.2266639679055884
GCF_900343145.1_PRJEB25875_genomic.gbff	0.2180270986463184
GCF_012849375.1_ASM1284937v1_genomic.gbff	0.21635948109022443
GCF_013201545.1_ASM1320154v1_genomic.gbff	0.20831322638207106
GCF_010730955.1_ASM1073095v1_genomic.gbff	0.20143430396318343
GCF_000418345.1_ASM41834v1_genomic.gbff	0.2004128882100759
GCF_008805035.1_ASM880503v1_genomic.gbff	0.20020443601556415
GCF_004421005.1_ASM442100v1_genomic.gbff	0.19032380199570742
GCF_000706665.1_ASM70666v1_genomic.gbff	0.1891495212999579
GCF_004792455.1_ASM479245v1_genomic.gbff	0.18803082785607822
GCF_003589925.1_ASM358992v1_genomic.gbff	0.1874888521503477
GCF_000763245.3_ASM76324v3_genomic.gbff	0.18516808438478358
GCF_002068175.1_ASM206817v1_genomic.gbff	0.18017912852946913
GCF_001442805.1_ASM144280v1_genomic.gbff	0.17987339864418522
GCF_000092825.1_ASM9282v1_genomic.gbff	0.17657290556441593
GCF_003485445.1_ASM348544v1_genomic.gbff	0.1748635975694196
GCF_000230695.2_ASM23069v3_genomic.gbff	0.17377964615795854
GCF_001887595.1_ASM188759v1_genomic.gbff	0.17252198458440435
GCF_000014245.1_ASM1424v1_genomic.gbff	0.16271083462938485
GCF_011492965.1_ASM1149296v1_genomic.gbff	0.16214106529771943
GCF_003555545.1_ASM355554v1_genomic.gbff	0.15661708214315817
GCF_000145275.1_ASM14527v1_genomic.gbff	0.1562974554449068
GCF_000246855.1_ASM24685v1_genomic.gbff	0.15339302153470982
GCF_001559115.2_ASM155911v2_genomic.gbff	0.14968952087888449
GCF_000392435.1_ASM39243v1_genomic.gbff	0.14648630548988734
GCF_003352165.1_ASM335216v1_genomic.gbff	0.146368182579664
GCF_001644645.1_ASM164464v1_genomic.gbff	0.14526338594875174
GCF_009832905.1_ASM983290v1_genomic.gbff	0.14469361661708632
GCF_000765415.1_ASM76541v1_genomic.gbff	0.14170580182908463
GCF_003351765.1_ASM335176v1_genomic.gbff	0.1410526516196145
GCF_000024345.1_ASM2434v1_genomic.gbff	0.13757149997126833
GCF_003932715.1_ASM393271v1_genomic.gbff	0.13594557285407674
GCF_900066015.1_Cfx-K_genomic.gbff	0.1357996563179185
GCF_003573465.1_ASM357346v1_genomic.gbff	0.13533411308350893
GCF_000012405.1_ASM1240v1_genomic.gbff	0.13374292799873594
GCF_000219355.1_ASM21935v1_genomic.gbff	0.13292996444014013
GCF_003719195.1_ASM371919v1_genomic.gbff	0.13258949252243762
GCF_001952995.1_ASM195299v1_genomic.gbff	0.13098441062469718
GCF_000364385.3_ASM36438v3_genomic.gbff	0.1299768916845571
GCF_000695095.2_ASM69509v2_genomic.gbff	0.12966421339278947
GCF_002949635.1_ASM294963v1_genomic.gbff	0.12828842890901193
GCF_000178955.2_ASM17895v2_genomic.gbff	0.12798964743021177
GCF_003330745.1_ASM333074v1_genomic.gbff	0.1275241041958022
GCF_000022565.1_ASM2256v1_genomic.gbff	0.12733649722074164
GCF_902167295.1_chitino_2_genomic.gbff	0.12183335928563155
GCF_000196815.1_ASM19681v1_genomic.gbff	0.1212080027020963
GCF_003344865.1_ASM334486v1_genomic.gbff	0.12119410588912885
GCF_001263205.1_ASM126320v1_genomic.gbff	0.12057569771207735
GCF_011064265.1_ASM1106426v1_genomic.gbff	0.11899146103378809
GCF_900233005.1_Vibrio_tapetis_CECT4600_genomic.gbff	0.11663595123580536
GCF_000011805.1_ASM1180v1_genomic.gbff	0.11642055063480988
GCF_000619905.2_ASM61990v2_genomic.gbff	0.11403724721089227
GCF_007971525.1_ASM797152v1_genomic.gbff	0.1135717039764827
GCF_000198775.1_ASM19877v1_genomic.gbff	0.11094520632563472
GCF_002162135.1_ASM216213v1_genomic.gbff	0.10895101366480567
GCF_000281175.1_ASM28117v1_genomic.gbff	0.10868697421842412
GCF_000165815.1_ASM16581v1_genomic.gbff	0.10849241883687984
GCF_000783815.2_ASM78381v2_genomic.gbff	0.10831870867478671
GCF_008838325.1_ASM883832v1_genomic.gbff	0.10806856604137262
GCF_000196355.1_ASM19635v1_genomic.gbff	0.10752659033564209
GCF_003325375.1_ASM332537v1_genomic.gbff	0.10724865407629308
GCF_001643775.1_ASM164377v1_genomic.gbff	0.1068317496872696
GCF_000636135.1_ASM63613v1_genomic.gbff	0.10464300164489627
GCF_003286435.2_ASM328643v2_genomic.gbff	0.10462215642544509
GCF_001307475.2_ASM130747v2_genomic.gbff	0.1045943627995102
GCF_002250075.1_ASM225007v1_genomic.gbff	0.10418440681697044
GCF_004323635.1_ASM432363v1_genomic.gbff	0.10351735979453283
GCF_001572725.1_ASM157272v1_genomic.gbff	0.10340618529079323
GCF_003966695.1_ASM396669v1_genomic.gbff	0.10315604265737914
GCF_000092425.1_ASM9242v1_genomic.gbff	0.1007379972010429
GCF_008370165.1_ASM837016v1_genomic.gbff	0.10054344181949859
GCF_001709315.1_ASM170931v1_genomic.gbff	0.10028635077960078
GCF_007748055.1_ASM774805v1_genomic.gbff	0.09945949040803753
GCF_006547065.1_ASM654706v1_genomic.gbff	0.09773628560007376
GCF_000503895.1_ASM50389v1_genomic.gbff	0.09722905192676184
GCF_000015025.1_ASM1502v1_genomic.gbff	0.09614510051530077
GCF_001274595.1_ASM127459v1_genomic.gbff	0.09563091843550513
GCF_011064825.1_ASM1106482v1_genomic.gbff	0.0950333554779048
GCF_011617465.1_ASM1161746v1_genomic.gbff	0.09465814152778365
GCF_004355225.1_ASM435522v1_genomic.gbff	0.09406057857018332
GCF_000770115.1_ASM77011v2_genomic.gbff	0.09390771362754137
GCF_003403075.1_ASM340307v1_genomic.gbff	0.09271953611882443
GCF_900289045.1_MPGL2_genomic.gbff	0.09214976678715898
GCF_008000795.1_ASM800079v1_genomic.gbff	0.0908990536200885
GCF_002950945.1_ASM295094v1_genomic.gbff	0.08841152409891502
GCF_006965485.1_ASM696548v1_genomic.gbff	0.0878209095477984
GCF_000834215.1_ASM83421v1_genomic.gbff	0.08682033901414203
GCF_001654455.1_ASM165445v1_genomic.gbff	0.0868133906076583
GCF_002355595.1_F._lacunae_YT21-2_genomic.gbff	0.0855557290341041
GCF_003330725.1_ASM333072v1_genomic.gbff	0.08495121767002003
GCF_002119765.1_ASM211976v1_genomic.gbff	0.08445788080967558
GCF_000284595.1_ASM28459v1_genomic.gbff	0.08243589452291164
GCF_000253295.1_ASM25329v1_genomic.gbff	0.08226218436081852
GCF_000017645.1_ASM1764v1_genomic.gbff	0.08197035128850208
GCF_009938165.1_ASM993816v1_genomic.gbff	0.08125466542067841
GCF_011046735.1_ASM1104673v1_genomic.gbff	0.0807752253733014
GCF_004848685.1_ASM484868v1_genomic.gbff	0.08037916620372909
GCF_000739455.1_ASM73945v1_genomic.gbff	0.08035137257779418
GCF_000017265.1_ASM1726v1_genomic.gbff	0.07896169128104921
GCF_007753915.1_ASM775391v1_genomic.gbff	0.07873934227357002
GCF_008330945.1_ASM833094v1_genomic.gbff	0.07807924365761616
GCF_009792355.1_ASM979235v1_genomic.gbff	0.07581406314392185
GCF_009649015.1_ASM964901v1_genomic.gbff	0.07460504041575373
GCF_000196475.1_ASM19647v1_genomic.gbff	0.07427151690453493
GCF_007633355.1_ASM763335v1_genomic.gbff	0.07320841071252503
GCF_001647675.1_ASM164767v1_genomic.gbff	0.07272897066514802
GCF_002116905.1_ASM211690v1_genomic.gbff	0.07254136369008746
GCF_004006235.1_ASM400623v1_genomic.gbff	0.07167976128610556
GCF_009938225.1_ASM993822v1_genomic.gbff	0.07014416345320237
GCF_001027285.1_ASM102728v1_genomic.gbff	0.06960218774747184
GCF_002749615.1_ASM274961v1_genomic.gbff	0.06821250645072686
GCF_006385595.1_ASM638559v1_genomic.gbff	0.06522469166272518
GCF_000281215.1_ASM28121v1_genomic.gbff	0.06505098150063206
GCF_012272695.1_ASM1227269v1_genomic.gbff	0.06477304524128308
GCF_000012745.1_ASM1274v1_genomic.gbff	0.06367519701685453
GCF_006738645.1_ASM673864v1_genomic.gbff	0.06354317729366377
GCF_006364355.1_ASM636435v1_genomic.gbff	0.06254260676000739
GCF_001713395.1_ASM171339v1_genomic.gbff	0.06241753544330034
GCF_008119665.1_ASM811966v1_genomic.gbff	0.0619589406153745
GCF_000014485.1_ASM1448v1_genomic.gbff	0.06150034578744866
GCF_008327825.1_ASM832782v1_genomic.gbff	0.06149339738096494
GCF_001483885.1_ASM148388v1_genomic.gbff	0.06050672366027601
GCF_000021685.1_ASM2168v1_genomic.gbff	0.06022183899444329
GCF_004526365.1_ASM452636v1_genomic.gbff	0.05986747026377333
GCF_000831935.2_ASM83193v2_genomic.gbff	0.059714605321131375
GCF_000347635.1_ASM34763v1_genomic.gbff	0.05970070850816393
GCF_004768525.1_ASM476852v1_genomic.gbff	0.058936383794954195
GCF_000512775.2_ASM51277v2_genomic.gbff	0.05869318956802383
GCF_000025905.1_ASM2590v1_genomic.gbff	0.05839440808922366
GCF_001021995.1_ASM102199v1_genomic.gbff	0.058151213862293286
GCF_001456155.1_ASM145615v1_genomic.gbff	0.05807478139097231
GCF_007164525.1_ASM716452v1_genomic.gbff	0.05772736106678607
GCF_001446255.1_ASM144625v1_genomic.gbff	0.05691439750819026
GCF_000724625.1_ASM72462v1_genomic.gbff	0.05581654928376173
GCF_000024985.1_ASM2498v1_genomic.gbff	0.05567758115408724
GCF_000020485.1_ASM2048v1_genomic.gbff	0.05496884369274731
GCF_009646095.1_ASM964609v1_genomic.gbff	0.054760391498235556
GCF_007970185.1_ASM797018v1_genomic.gbff	0.05454499089724009
GCF_003076475.1_ASM307647v1_genomic.gbff	0.054371280735146965
GCF_000025345.1_ASM2534v1_genomic.gbff	0.05357916239600233
GCF_012934855.1_ASM1293485v1_genomic.gbff	0.05344019426632784
GCF_002220095.1_ASM222009v1_genomic.gbff	0.05341934904687666
GCF_009936135.1_ASM993613v1_genomic.gbff	0.05305108350323924
GCF_001975225.1_ASM197522v1_genomic.gbff	0.05268281795960183
GCF_000023705.1_ASM2370v1_genomic.gbff	0.05266892114663438
GCF_000013345.1_ASM1334v1_genomic.gbff	0.052363191261350486
GCF_009707485.1_ASM970748v1_genomic.gbff	0.05232150082244814
GCF_000971665.1_ASM97166v1_genomic.gbff	0.05198797731122934
GCF_002984485.1_ASM298448v1_genomic.gbff	0.0514182079795639
GCF_002209125.2_ASM220912v2_genomic.gbff	0.05115416853318235
GCF_000196255.1_ASM19625v1_genomic.gbff	0.05114722012669864
GCF_003330785.1_ASM333078v1_genomic.gbff	0.049806177675339736
GCF_001302585.1_ASM130258v1_genomic.gbff	0.049806177675339736
GCF_001412595.2_ASM141259v2_genomic.gbff	0.048597154947171615
GCF_000743255.1_ASM74325v1_genomic.gbff	0.04838870275265987
GCF_005537135.1_ASM553713v1_genomic.gbff	0.04810381808682715
GCF_000020565.1_ASM2056v1_genomic.gbff	0.04781893342099443
GCF_010728925.1_ASM1072892v1_genomic.gbff	0.04779113979505953
GCF_003952265.1_ASM395226v1_genomic.gbff	0.04752015194219426
GCF_001518815.1_ASM151881v1_genomic.gbff	0.047422874251422116
GCF_000019905.1_ASM1990v1_genomic.gbff	0.04732559656064997
GCF_000517405.1_ASM51740v1_genomic.gbff	0.04726306090229644
GCF_001272655.2_ASM127265v2_genomic.gbff	0.047137989585589395
GCF_000954135.1_ASM95413v2_genomic.gbff	0.046707188383598455
GCF_010093025.1_ASM1009302v1_genomic.gbff	0.04664465272524493
GCF_004843165.1_ASM484316v1_genomic.gbff	0.04653347822150533
GCF_002305875.1_ASM230587v1_genomic.gbff	0.046359768059412214
GCF_001576595.1_ASM157659v1_genomic.gbff	0.04589422482500265
GCF_002949085.1_ASM294908v1_genomic.gbff	0.0455745981267513
GCF_002355775.1_ASM235577v1_genomic.gbff	0.04546342362301171
GCF_000252445.1_ASM25244v1_genomic.gbff	0.045248023022016234
GCF_003335165.1_ASM333516v1_genomic.gbff	0.04491449951079744
GCF_000196675.1_ASM19667v1_genomic.gbff	0.04458792440606237
GCF_000015105.1_ASM1510v1_genomic.gbff	0.04430303974022965
GCF_000019845.1_ASM1984v1_genomic.gbff	0.04426134930132731
GCF_000284115.1_ASM28411v1_genomic.gbff	0.04389308375768989
GCF_000010305.1_ASM1030v1_genomic.gbff	0.043691579969661866
GCF_002263515.1_ASM226351v1_genomic.gbff	0.04338585008437797
GCF_000023265.1_ASM2326v1_genomic.gbff	0.04305232657315918
GCF_900637555.1_51726_E01_genomic.gbff	0.04304537816667545
GCF_003173715.1_ASM317371v1_genomic.gbff	0.04301063613425683
GCF_012913485.1_ASM1291348v1_genomic.gbff	0.04284387437864744
GCF_009914315.1_ASM991431v1_genomic.gbff	0.04278828712677764
GCF_001598635.1_ASM159863v1_genomic.gbff	0.04260762855820079
GCF_003932735.1_ASM393273v1_genomic.gbff	0.042538144493363544
GCF_001189295.1_ASM118929v1_genomic.gbff	0.042454763615558846
GCF_003096175.1_ASM309617v1_genomic.gbff	0.04209344647840515
GCF_001507645.1_ASM150764v1_genomic.gbff	0.04198922038114928
GCF_000783955.2_ASM78395v2_genomic.gbff	0.04152367714673971
GCF_000828975.1_ASM82897v1_genomic.gbff	0.04132912176519542
GCF_002285795.1_ASM228579v1_genomic.gbff	0.040933062595623106
GCF_002557795.1_ASM255779v1_genomic.gbff	0.04083578490485095
GCF_900169565.1_NSJP_Ch1_genomic.gbff	0.040710713588143904
GCF_000691565.1_ASM69156v1_genomic.gbff	0.04064122952330666
GCF_003143515.1_ASM314351v1_genomic.gbff	0.04064122952330666
GCF_900476025.1_50465_E02_genomic.gbff	0.04014789266296219
GCF_901827165.1_ASM90182716v1_genomic.gbff	0.04009230541109239
GCF_000746665.1_ASM74666v1_genomic.gbff	0.0397309882739387
GCF_000867085.1_ViralProj16628_genomic.gbff	0.03856365598467293
GCF_003966565.1_ASM396656v1_genomic.gbff	0.038077267530812184
GCF_009498295.1_ASM949829v1_genomic.gbff	0.03779933127146319
GCF_004168325.1_ASM416832v1_genomic.gbff	0.0374380141343095
GCF_000709555.1_ASM70955v1_genomic.gbff	0.03730599441111873
GCF_009938015.1_ASM993801v1_genomic.gbff	0.03703500655825346
GCF_013003965.1_ASM1300396v1_genomic.gbff	0.036798760737806815
GCF_001641285.1_ASM164128v1_genomic.gbff	0.036444392007136846
GCF_007971225.1_ASM797122v1_genomic.gbff	0.03620119778020647
GCF_007970805.1_ASM797080v1_genomic.gbff	0.03588157108195513
GCF_012277275.1_ASM1227727v1_genomic.gbff	0.03582598383008534
GCF_900682675.1_P_marincola_YSy11_genomic.gbff	0.03558278960315497
GCF_001648155.1_ASM164815v1_genomic.gbff	0.0354785635058991
GCF_001506165.1_ASM150616v1_genomic.gbff	0.0352562144984199
GCF_003150835.1_ASM315083v1_genomic.gbff	0.03524926609193617
GCF_902459485.1_pb_189-2_HGAP3_CTR_genomic.gbff	0.034881000548298756
GCF_002905815.2_ASM290581v2_genomic.gbff	0.03468644516675446
GCF_000218625.1_ASM21862v1_genomic.gbff	0.03436681846850311
GCF_001857965.1_ASM185796v1_genomic.gbff	0.03427648918421469
GCF_000233915.3_ASM23391v4_genomic.gbff	0.034165314680475095
GCF_000284175.1_ASM28417v1_genomic.gbff	0.03415836627399137
GCF_001593245.1_ASM159324v1_genomic.gbff	0.033720616665516706
GCF_000007085.1_ASM708v1_genomic.gbff	0.03364418419419573
GCF_001314225.1_ASM131422v1_genomic.gbff	0.033317609089460666
GCF_000832485.1_ASM83248v1_genomic.gbff	0.033074414862530294
GCF_012524235.2_UCSC_CitroTSA_2.0_genomic.gbff	0.03301187920417677
GCF_008807395.1_ASM880739v1_genomic.gbff	0.03294934354582325
GCF_004347775.1_ASM434777v1_genomic.gbff	0.03265056206702308
GCF_001307215.1_ASM130721v1_genomic.gbff	0.03256718118921838
GCF_002022745.1_ASM202274v1_genomic.gbff	0.03246295509196251
GCF_002002905.1_ASM200290v1_genomic.gbff	0.03129562280269674
GCF_004295485.1_ASM429548v1_genomic.gbff	0.031052428575766365
GCF_001742165.1_ASM174216v1_genomic.gbff	0.030427071992231127
GCF_003100395.1_ASM310039v1_genomic.gbff	0.030246413423654278
GCF_004136295.1_ASM413629v1_genomic.gbff	0.02994763194485411
GCF_011290485.1_ASM1129048v1_genomic.gbff	0.02967664409198884
GCF_003600625.1_ASM360062v1_genomic.gbff	0.029092977947355953
GCF_000742975.1_ASM74297v1_genomic.gbff	0.028933164598230286
GCF_000746585.1_ASM74658v2_genomic.gbff	0.028933164598230286
GCF_001469735.1_ASM146973v1_genomic.gbff	0.028912319378779108
GCF_004300825.1_ASM430082v1_genomic.gbff	0.02882199009449068
GCF_000940915.1_ASM94091v1_genomic.gbff	0.028634383119430114
GCF_003008535.1_ASM300853v1_genomic.gbff	0.028578795867560316
GCF_010731815.1_ASM1073181v1_genomic.gbff	0.028495414989755614
GCF_009936255.1_ASM993625v1_genomic.gbff	0.027939542471057628
GCF_002196515.1_ASM219651v1_genomic.gbff	0.027411463578294538
GCF_000258405.1_ASM25840v1_genomic.gbff	0.02714047572542927
GCF_009394735.1_ASM939473v1_genomic.gbff	0.026994559189271048
GCF_009676865.1_ASM967686v1_genomic.gbff	0.026897281498498904
GCF_004104415.1_ASM410441v1_genomic.gbff	0.02677915858827558
GCF_000517565.1_ASM51756v1_genomic.gbff	0.026702726116954602
GCF_008761635.1_ASM876163v1_genomic.gbff	0.026049575907484468
GCF_007362775.1_ASM736277v1_genomic.gbff	0.026028730688033293
GCF_003815615.1_ASM381561v1_genomic.gbff	0.026028730688033293
GCF_000742835.1_ASM74283v1_genomic.gbff	0.025855020525940173
GCF_000199675.1_ASM19967v1_genomic.gbff	0.025688258770330777
GCF_000194605.1_ASM19460v1_genomic.gbff	0.025681310363847052
GCF_006337105.1_ASM633710v1_genomic.gbff	0.025653516737912153
GCF_000783675.2_ASM78367v2_genomic.gbff	0.025597929486042354
GCF_000283515.1_ASM28351v1_genomic.gbff	0.025577084266591176
GCF_002951615.1_ASM295161v1_genomic.gbff	0.025514548608237656
GCF_001517405.1_EM595_genomic.gbff	0.025403374104498055
GCF_012044595.1_ASM1204459v1_genomic.gbff	0.025354735259111985
GCF_000439415.1_ASM43941v1_genomic.gbff	0.025326941633177086
GCF_004118935.1_ASM411893v1_genomic.gbff	0.02530609641372591
GCF_005696855.1_ASM569685v1_genomic.gbff	0.025278302787791012
GCF_005145025.1_ASM514502v1_genomic.gbff	0.025278302787791012
GCF_000968055.1_ASM96805v1_genomic.gbff	0.02523661234888866
GCF_000260925.1_ASM26092v1_genomic.gbff	0.024958676089539666
GCF_002356235.1_ASM235623v1_genomic.gbff	0.024805811146897724
GCF_001023575.1_ASM102357v1_genomic.gbff	0.024729378675576747
GCF_009740285.1_ASM974028v1_genomic.gbff	0.024625152578320875
GCF_002355435.1_ASM235543v1_genomic.gbff	0.02451397807458128
GCF_000018405.1_ASM1840v1_genomic.gbff	0.024451442416227754
GCF_000215705.1_ASM21570v1_genomic.gbff	0.024395855164357955
GCF_003149495.1_ASM314949v1_genomic.gbff	0.024152660937427586
GCF_000208385.1_ASM20838v1_genomic.gbff	0.023992847588301912
GCF_001890385.1_ASM189038v1_genomic.gbff	0.02387472467807859
GCF_000511895.1_ASM51189v1_genomic.gbff	0.02381913742620879
GCF_009557455.1_ASM955745v1_genomic.gbff	0.023756601767855268
GCF_003966755.1_ASM396675v1_genomic.gbff	0.0233744394112504
GCF_009665215.1_ASM966521v1_genomic.gbff	0.023256316501027077
GCF_009734265.1_ASM973426v1_genomic.gbff	0.023242419688059627
GCF_002075285.3_ASM207528v3_genomic.gbff	0.02318683243618983
GCF_002007645.1_ASM200764v1_genomic.gbff	0.023138193590803754
GCF_004551575.1_ASM455157v1_genomic.gbff	0.023124296777836305
GCF_001006005.1_ASM100600v1_genomic.gbff	0.023110399964868855
GCF_000968415.2_ASM96841v2_genomic.gbff	0.022922792989808285
GCF_000972685.1_ASM97268v1_genomic.gbff	0.022735186014747714
GCF_001931535.1_ASM193153v1_genomic.gbff	0.02249894019430107
GCF_002950575.1_ASM295057v1_genomic.gbff	0.022450301348914996
GCF_900187045.1_51485_B01_genomic.gbff	0.022408610910012648
GCF_000612765.1_PRJEB5998_assembly_1_genomic.gbff	0.022387765690561473
GCF_001547895.1_ASM154789v1_genomic.gbff	0.022255745967370698
GCF_005952805.1_ASM595280v1_genomic.gbff	0.022207107121984627
GCF_000025945.1_ASM2594v1_genomic.gbff	0.022193210309017178
GCF_002952055.1_ASM295205v1_genomic.gbff	0.022026448553407782
GCF_004322855.1_ASM432285v1_genomic.gbff	0.021998654927472883
GCF_000091205.1_ASM9120v1_genomic.gbff	0.021651234603286638
GCF_001412535.1_ASM141253v1_genomic.gbff	0.02155395691251449
GCF_005848555.1_ASM584855v1_genomic.gbff	0.021373298343937645
GCF_001298485.1_ASM129848v1_genomic.gbff	0.020643715663146534
GCF_000023045.1_ASM2304v1_genomic.gbff	0.020532541159406937
GCF_004124255.1_ASM412425v1_genomic.gbff	0.020282398525992843
GCF_000284335.1_ASM28433v1_genomic.gbff	0.020192069241704417
GCF_002900365.1_ASM290036v1_genomic.gbff	0.01980295847861583
GCF_000017305.1_ASM1730v1_genomic.gbff	0.019580609471136632
GCF_000834925.1_ASM83492v1_genomic.gbff	0.019511125406299384
GCF_008369745.1_ASM836974v1_genomic.gbff	0.019351312057173713
GCF_007859655.1_ASM785965v1_genomic.gbff	0.01930267321178764
GCF_011388195.1_ASM1138819v1_genomic.gbff	0.019080324204308444
GCF_001886715.1_ASM188671v1_genomic.gbff	0.01887882041628042
GCF_001048035.2_ERL103914_genomic.gbff	0.01885797519682925
GCF_000239975.1_ASM23997v1_genomic.gbff	0.018837129977378072
GCF_004683885.1_ASM468388v1_genomic.gbff	0.018614780969898877
GCF_007971025.1_ASM797102v1_genomic.gbff	0.018510554872643005
GCF_003391095.1_ASM339109v1_genomic.gbff	0.01850360646615928
GCF_002998695.1_ASM299869v1_genomic.gbff	0.018441070807805757
GCF_000013205.1_ASM1320v1_genomic.gbff	0.018350741523517334
GCF_008704995.1_ASM870499v1_genomic.gbff	0.018225670206810287
GCF_003073475.1_ASM307347v1_genomic.gbff	0.018211773393842837
GCF_000940995.1_ASM94099v1_genomic.gbff	0.018093650483619515
GCF_004564375.1_ASM456437v1_genomic.gbff	0.01807280526416834
GCF_001703575.1_ASM170357v1_genomic.gbff	0.018010269605814814
GCF_000020145.1_ASM2014v1_genomic.gbff	0.017975527573396193
GCF_000730165.1_ASM73016v2_genomic.gbff	0.017940785540977566
GCF_001653335.1_ASM165333v1_genomic.gbff	0.01785740466317287
GCF_901538355.1_ASM90153835v1_genomic.gbff	0.01777402378536817
GCF_000317615.1_ASM31761v1_genomic.gbff	0.0175864168103076
GCF_008254045.1_ASM825404v1_genomic.gbff	0.017551674777888975
GCF_001913135.1_ASM191313v1_genomic.gbff	0.017461345493600552
GCF_001596155.1_ASM159615v1_genomic.gbff	0.017447448680633103
GCF_001484045.1_ASM148404v1_genomic.gbff	0.017447448680633103
GCF_004000605.1_ASM400060v1_genomic.gbff	0.01737101620931213
GCF_000697965.2_ASM69796v2_genomic.gbff	0.017183409234251556
GCF_001273775.1_ASM127377v1_genomic.gbff	0.017134770388865486
GCF_001610875.1_ASM161087v1_genomic.gbff	0.017134770388865486
GCF_000203875.1_ASM20387v1_genomic.gbff	0.017106976762930586
GCF_000331735.1_ASM33173v1_genomic.gbff	0.017051389511060784
GCF_000025005.1_ASM2500v1_genomic.gbff	0.017016647478642163
GCF_001191005.1_ASM119100v1_genomic.gbff	0.017009699072158435
GCF_000180175.2_ASM18017v2_genomic.gbff	0.016995802259190985
GCF_900184295.1_Chr_1_genomic.gbff	0.01697495703973981
GCF_000195315.1_ASM19531v1_genomic.gbff	0.01696800863325609
